云南省云县幸福糖业有限公司 (滇)XK13-001-00076
浦城县舒拿眼镜连锁店 (闽)XK16-005-00362
连江县凤城镇卢潮宝岛眼镜店 (闽)XK16-005-00423
福清市融城东时眼镜店 (闽)XK16-005-00423
晋江市青阳明视眼镜店 (闽)XK16-005-00170
厦门市湖里区佐罗视光眼镜店 (闽)XK16-005-00265
厦门市鹭达眼镜有限公司禾祥分公司 (闽)XK16-005-00265
厦门市鹭达眼镜有限公司大唐世家分店 (闽)XK16-005-00265
厦门市鹭达眼镜有限公司金尚分公司 (闽)XK16-005-00265
厦门市思明区鹭达视光眼镜店 (闽)XK16-005-00265
福州市鼓楼区好宜卖百信眼镜有限公司 (闽)XK16-005-00568
厦门市思明区兴眼慧眼镜经营部 (闽)XK16-005-00539
福州市仓山区世纪友谊眼镜店 (闽)XK16-005-00549
厦门市思明区舒眸眼镜店 (闽)XK16-005-00532
古田县星宝岛眼镜店 (闽)XK16-005-00386
三明市三元区神州眼镜店 (闽)XK16-005-00392
漳州市芗城区风尚眼镜店 (闽)XK16-005-00525
上杭县宝岛鑫眼镜店 (闽)XK16-005-00508
厦门市思明区蔡菊玲眼镜店 (闽)XK16-005-00513
上杭县福选视力配镜中心金岗山店 (闽)XK16-005-00512
沙县瑞眼眼镜店 (闽)XK16-005-00515
厦门市集美区众视力眼镜店 (闽)XK16-005-00519
福州市晋安区亮瞳眼镜店 (闽)XK16-005-00548
厦门欧伦眼镜有限公司 (闽)XK16-005-00526
三明市康视眼镜行 (闽)XK16-005-00390
霞浦县明亮眼镜店 (闽)XK16-005-00506
厦门市集美区华美视眼镜店 (闽)XK16-005-00531
福州市马尾区东南眼镜店 (闽)XK16-005-00524
福清市龙田龙一星宝岛眼镜店 (闽)XK16-005-00561
厦门市同安区视佳眼镜店 (闽)XK16-005-00537
厦门市同安区佳亮眼镜店 (闽)XK16-005-00518
永泰县樟城东南眼镜店 (闽)XK16-005-00540
福州市鼓楼区继飞眼镜店 (闽)XK16-005-00562
三明市三元区爱眼城眼镜店 (闽)XK16-005-00559
三明市三元区精明眼镜店 (闽)XK16-005-00391
永安市慧眼平价眼镜店 (闽)XK16-005-00527
云霄县华视眼镜店 (闽)XK16-005-00552
福清市渔溪康视眼镜店 (闽)XK16-005-00541
福州市仓山区财富眼镜店 (闽)XK16-005-00547
建瓯市新区龙马眼镜店 (闽)XK16-005-00546
莆田市城厢区新华视眼镜店 (闽)XK16-005-00557
厦门市思明区捌捌眼镜店 (闽)XK16-005-00551
莆田市荔城区黄石明益眼镜第十一经营店 (闽)XK16-005-00509
漳平市康视眼镜店 (闽)XK16-005-00502
清流县城关光明眼镜雁塔店 (闽)XK16-005-00520
漳平市荣光眼镜店 (闽)XK16-005-00500
龙岩市新罗区丽华眼镜批发配镜店 (闽)XK16-005-00388
厦门市思明区明眼轩眼镜店 (闽)XK16-005-00554
厦门市集美区宁视眼镜店 (闽)XK16-005-00528
惠安县东园镇视界眼镜店 (闽)XK16-005-00499
福州市鼓楼区精明眼镜店 (闽)XK16-005-00560
厦门市湖里区鸿视眼镜店 (闽)XK16-005-00522
厦门市湖里区小鹭达眼镜店 (闽)XK16-005-00535
福州市台江区祥坤眼镜店 (闽)XK16-005-00504
厦门市集美区洪氏华光眼镜店 (闽)XK16-005-00517
永安市佐藤樱花眼镜店 (闽)XK16-005-00529
福州市台江区视光眼镜部 (闽)XK16-005-00505
福州市晋安区明视康光学有限公司 (闽)XK16-005-00565
厦门市思明区铭之嘉眼镜店 (闽)XK16-005-00533
泉州市鲤城区舒明配镜中心 (闽)XK16-005-00553
闽清县梅城明视眼镜店 (闽)XK16-005-00523
福州市仓山区张榕添眼镜店 (闽)XK16-005-00564
福州市仓山区宝丽来眼镜店 (闽)XK16-005-00563
厦门市思明区贝视眼镜店 (闽)XK16-005-00534
武平县宝岛眼镜店 (闽)XK16-005-00514
龙岩市新罗区岩视眼镜店 (闽)XK16-005-00501
尤溪县富民眼镜中心 (闽)XK16-005-00511
厦门市思明区良辰美景眼镜店 (闽)XK16-005-00558
厦门市同安区立可明眼镜店 (闽)XK16-005-00536
惠安县希付宝岛眼镜店 (闽)XK16-005-00538
漳州市芗城区阳光眼镜店 (闽)XK16-005-00556
福州市南街贸易信托商店 (闽)XK16-005-00550
龙岩市新罗区友玲宝岛眼镜店 (闽)XK16-005-00503
永定县康明眼镜店 (闽)XK16-005-00389
厦门市湖里区华明视眼镜店 (闽)XK16-005-00521
福安市城关精益眼镜店 (闽)XK16-005-00248
泰宁县城关明朗眼镜店 (闽)XK16-005-00555
建宁县慕名宝岛眼镜店 (闽)XK16-005-00530
浦城县亨得利眼镜店 (闽)XK16-005-00361
漳浦县绥安高雅眼镜店 (闽)XK16-005-00293
邵武市华视眼镜店 (闽)XK16-005-00299
顺昌县宝岛眼镜店 (闽)XK16-005-00298
邵武市姜玉坤眼镜店 (闽)XK16-005-00297
漳浦县旧镇镇月亮岛眼镜行 (闽)XK16-005-00295
华安县华昌眼镜店 (闽)XK16-005-00294
东山县铜陵镇新光明眼镜店 (闽)XK16-005-00296
南安市洪濑镇怡容眼镜店 (闽)XK16-005-00566
福州市台江区学军宝岛眼镜店 (闽)XK16-005-00094
福建省邵武市金胜集装袋有限公司 (闽)XK12-001-00006
信和新材料股份有限公司（原：泉州市信和涂料有限公司） (闽)XK13-020-00003
福建龙岩港龙化工有限公司 (闽)XK13-006-00013
光泽美迪化工有限公司(原名：厦门美迪化工有限公司光泽氟化学分公司) (闽)XK13-006-00006
厦门市庆和化工建材有限公司 (闽)XK13-018-00002
晋江市恒利达油墨有限公司 (闽)XK13-018-00001
福建邵化化工有限公司 (闽)XK13-014-00004
福建邵化化工有限公司 (闽)XK13-014-00004
福州市闽侯县宏业化工有限公司 (闽)XK13-014-00028
福建省德化县龙津林化有限公司 (闽)XK13-014-00025
福州爱琴海木业有限公司 (闽)XK03-002-00122
古田县东店制氧厂(普通合伙)(原:古田县东店制氧厂) (闽)XK13-010-00037
寿宁县星耀气体有限公司 (闽)XK13-010-00035
长泰县枋洋新新龙制氧厂 (闽)XK13-010-00034
中海石油空气化工产品（福建）有限公司 (闽)XK13-010-00032
南安市石井镇吉祥氧气充装站 (闽)XK13-010-00036
南平市宝岛眼镜有限公司鼓楼分公司 (闽)XK16-005-00359
福州市鼓楼区小钱眼镜店 (闽)XK16-005-00737
顺昌县奥妙眼镜行 (闽)XK16-005-00369
福州伟林眼镜有限公司 (闽)XK16-005-00423
莆田市荔城区新利众眼镜店 (闽)XK16-005-00484
三明市梅列区明视眼镜行 (闽)XK16-005-00665
邵武市宝岛眼镜商行 (闽)XK16-005-00352
晋江市安海镇养正眼镜店 (闽)XK16-005-00632
福州市台江区宝龙宝岛眼镜店 (闽)XK16-005-00737
三明市梅列区谢刘财眼镜店 (闽)XK16-005-00736
福清市龙田宝岛眼镜店 (闽)XK16-005-00393
厦门华视眼镜有限公司禾祥东分店 (闽)XK16-005-00176
厦门华视眼镜有限公司厦禾第二分店(原名:厦门华视眼镜有限公司世贸分店) (闽)XK16-005-00176
厦门华视眼镜有限公司梧村分店 (闽)XK16-005-00176
厦门华视眼镜有限公司厦禾路分店 (闽)XK16-005-00176
连江县凤城镇宝岛眼镜店文山分店 (闽)XK16-005-00094
厦门华视眼镜眼镜有限公司明升百货店 (闽)XK16-005-00176
龙岩市康月眼镜有限公司浩无界眼镜店 (闽)XK16-005-00291
龙岩市康月眼镜有限公司科莱多眼镜店 (闽)XK16-005-00291
邵武市新华眼镜二店 (闽)XK16-005-00360
漳州市芗城区良国眼镜店 (闽)XK16-005-00385
福安市穆阳中视眼镜店 (闽)XK16-005-00279
龙岩市康月眼镜有限公司驰豪眼镜店 (闽)XK16-005-00291
新华都购物广场汇金店精益专柜 (闽)XK16-117-00033
安溪县官桥新华眼镜店 (闽)XK16-005-00129
厦门直通明视眼镜有限公司 (闽)XK16-005-00128
厦门明视眼镜有限公司湖里分公司 (闽)XK16-005-00128
厦门天虹商场有限公司 (闽)XK16-005-00176
新华都购物广场丰泽店精益专柜 (闽)XK16-117-00033
泉州精益眼镜有限公司 (闽)XK16-117-00033
厦门天虹商场有限公司大西洋百货商场 (闽)XK16-005-00176
厦门宝岛眼镜有限公司故宫分公司 (闽)XK16-005-00075
云霄县光明实业有限公司光明眼镜第二分店 (闽)XK16-005-00091
福州明视眼镜有限公司第一百零五经营部 (闽)XK16-005-00170
福安市富民眼镜有限公司富春分店(原:福安市富春富民眼镜店) (闽)XK16-005-00171
福安市富民眼镜有限公司冠后分店(原:福安市后垅华视眼镜店) (闽)XK16-005-00171
宁德市蕉城区蕉南东湖眼镜店 (闽)XK16-005-00437
大田县岩视眼镜零售店凤山中路分店 (闽)XK16-117-00028
将乐县宝岛眼镜连锁中国第182店 (闽)XK16-005-00094
厦门市湖里区泓辉眼镜店 (闽)XK16-005-00170
福州市鼓楼区中榕眼镜商行 (闽)XK16-005-00133
南平市宝岛眼镜有限公司解放分公司 (闽)XK16-005-00359
南平市宝岛眼镜有限公司浴得楼分公司 (闽)XK16-005-00359
浦城县亨得利眼镜店第一分店 (闽)XK16-005-00361
厦门宝岛眼镜有限公司锦绣广场分公司 (闽)XK16-005-00075
松溪县宝岛眼镜店第一分店 (闽)XK16-005-00347
松溪县宝岛眼镜店第二分店 (闽)XK16-005-00347
泉州市鲤城区非凡眼镜店 (闽)XK16-117-00042
泉州市鲤城鲤中新视眼镜店 (闽)XK16-117-00003
晋江市磁灶镇艺光眼镜店 (闽)XK16-117-00018
漳州市芗城区亨得利眼镜店 (闽)XK16-117-00037
厦门眼科中心医学验光配镜有限公司 (闽)XK16-005-00067
惠安县东园永光眼镜行新街分店 (闽)XK16-117-00027
武平县金医师眼镜店 (闽)XK16-005-00074
晋江市磁灶镇新宝岛眼镜店 (闽)XK16-117-00021
晋江市永和镇新志文眼镜店 (闽)XK16-117-00017
石狮市富民眼镜店 (闽)XK16-005-00167
龙岩市新罗区宝岛眼镜店 (闽)XK16-005-00071
建宁县利民眼镜店 (闽)XK16-117-00025
泉州市鲤城区德泉眼镜店 (闽)XK16-117-00002
石狮市大明眼镜店 (闽)XK16-117-00023
龙海市石码正视眼镜店 (闽)XK16-117-00036
石狮市宝科眼镜店（泉州市丰泽区宝岛眼镜有限公司） (闽)XK16-117-00057
石狮市精益眼镜行 (闽)XK16-005-00135
龙岩市新罗区博视眼镜店 (闽)XK16-005-00072
武平县友谊眼镜中心 (闽)XK16-005-00075
龙岩市新罗区慧之眼眼镜店 (闽)XK16-005-00073
石狮市富豪眼镜店 (闽)XK16-117-00024
惠安县东园永光眼镜行 (闽)XK16-117-00026
晋江市东石镇新光明岛眼镜店 (闽)XK16-117-00020
晋江市东石镇宝岛眼镜店 (闽)XK16-117-00022
漳浦县佛昙春光眼镜店 (闽)XK16-117-00039
石狮市银江眼镜店 (闽)XK16-005-00141
晋江市英林镇新艺光眼镜店 (闽)XK16-117-00019
晋江市安海镇志文眼镜行 (闽)XK16-117-00016
清流县城关光明眼镜店 (闽)XK16-117-00010
泉港区华艺眼镜店 (闽)XK16-117-00015
泉州市鲤城展城全景眼镜店 (闽)XK16-117-00006
福州台江区维坤眼镜店 (闽)XK16-117-00014
泉州市鲤城中区宝达钟表眼镜店 (闽)XK16-117-00013
莆田市老富明眼镜有限公司 (闽)XK16-005-00415
莆田市城厢区老富明眼镜店 (闽)XK16-005-00415
泉州明视眼镜有限公司惠安分店 (闽)XK16-005-00754
南平舒拿眼镜有限公司 (闽)XK16-005-00362
厦门市思明区流行时尚眼镜店 (闽)XK16-005-00075
福州市台江区宝岛眼镜群众店 (闽)XK16-005-00094
福州宝岛眼镜有限公司厦门集美第一经营部 (闽)XK16-005-00094
诏安县饮食服务公司南侨大厦亨柏眼镜经营部 (闽)XK16-005-00090
仙游县郊尾东方眼镜店 (闽)XK16-117-00034
泉州市鲤城大华眼镜有限公司 (闽)XK16-117-00032
罗源县城关凤蝶宝岛眼镜店 (闽)XK16-005-00094
泉州市鲤城区非凡眼镜店百汇专柜 (闽)XK16-117-00042
泉州市鲤城鲤中康视眼镜店 (闽)XK16-117-00029
云霄县光明实业有限公司光明眼镜分公司 (闽)XK16-005-00091
漳平市宝岛眼镜连锁店和平路分店 (闽)XK16-005-00094
泉州明视眼镜有限公司钟楼分公司 (闽)XK16-117-00030
漳浦县赤湖镇视康眼镜店 (闽)XK16-117-00043
新华都购物广场洪山店精益专柜 (闽)XK16-117-00033
福州宝岛眼镜有限公司沙县第一经营部 (闽)XK16-005-00094
建瓯市芝城宝岛眼镜专卖店 (闽)XK16-005-00094
泉州市鲤城鲤中康视眼镜店（奇龙百货专柜） (闽)XK16-117-00029
石狮市宝岛眼镜永宁店（福建宝岛眼镜（连锁）有限公司） (闽)XK16-005-00094
南安市水头镇明视眼镜店 (闽)XK16-117-00030
泉州市丰泽区大华眼镜店 (闽)XK16-117-00032
尤溪县明视眼镜店 (闽)XK16-005-00170
惠安县螺城宝岛眼镜惠兴店 (闽)XK16-005-00094
霞浦县宝岛眼镜店 (闽)XK16-005-00094
福安市赛岐宝岛眼镜店 (闽)XK16-005-00094
漳平市宝岛眼镜连锁店 (闽)XK16-005-00094
福州宝岛眼镜有限公司晋江第一经营部 (闽)XK16-005-00094
泉州市鲤城区非凡眼镜店泉州书城专柜 (闽)XK16-117-00042
永定县凤城宝岛眼镜店 (闽)XK16-005-00094
连城县宝岛眼镜连锁店 (闽)XK16-005-00094
政和县宝岛眼镜店 (闽)XK16-005-00094
惠安县净峰镇金宝岛眼镜店 (闽)XK16-005-00094
永安市宝岛眼镜连锁店 (闽)XK16-005-00094
南安市水头镇宝岛眼镜店 (闽)XK16-005-00094
福州友谊眼镜有限公司建瓯经营部 (闽)XK16-005-00065
漳浦县赤湖镇视康眼镜店佛昙分店 (闽)XK16-117-00043
福州市仓山区典范益民眼镜商行 (闽)XK16-117-00031
仙游县鲤城新东方眼镜店 (闽)XK16-117-00034
仙游县鲤城东方眼镜商行 (闽)XK16-117-00034
建瓯市友谊眼镜行 (闽)XK16-005-00094
霞浦县目海宝岛眼镜店 (闽)XK16-005-00094
新华都购物广场溪美店精益专柜 (闽)XK16-117-00033
闽清县梅城严辉眼镜店 (闽)XK16-005-00170
建瓯市友谊眼镜行第三分店 (闽)XK16-005-00094
福清市龙田明视眼镜店 (闽)XK16-005-00170
邵武市康明眼镜商行 (闽)XK16-005-00094
福州市鼓楼区宝岛眼镜北大路店 (闽)XK16-005-00094
福州台江河下中榕钟表眼镜店 (闽)XK16-005-00133
清流县龙津镇宝岛眼镜连锁店 (闽)XK16-005-00094
惠安县张坂宝岛眼镜欧小峰连锁店 (闽)XK16-005-00094
邵武市福州宝岛眼镜连锁230店八一北路分店 (闽)XK16-005-00094
福鼎市秦屿海清宝岛眼镜店 (闽)XK16-005-00094
惠安县涂寨宝岛眼镜店 (闽)XK16-005-00094
福建南安市大光明眼镜有限公司新华街第一分公司 (闽)XK16-005-00683
福建南安市大光明眼镜有限公司诗山镇第二分公司 (闽)XK16-005-00683
福建海汇化工有限公司 (闽)XK13-016-00004
龙岩市港昌化工有限公司 (闽)XK13-016-00003
福清市广达车业有限公司 (闽)XK16-002-00008
福清市信田车业有限公司 (闽)XK16-002-00009
福建三本通用科技有限公司 (闽)XK16-002-00006
建阳市华丰电焊条厂 (闽)XK06-009-00002
惠安县螺城惠丰眼镜行 (闽)XK16-005-00120
龙海市角美宝岛眼镜店 (闽)XK16-005-00094
龙海市石码益明眼镜行 (闽)XK16-117-00059
南安市康美镇宝岛眼镜店 (闽)XK16-005-00094
南安市梅山宝岛眼镜店 (闽)XK16-005-00094
重庆镜界眼镜有限公司 (渝)XK16-005-00025
重庆镜界眼镜有限公司第一分公司 (渝)XK16-005-00025
重庆镜界眼镜有限公司第二分公司 (渝)XK16-005-00025
重庆镜界眼镜有限公司第三分公司 (渝)XK16-005-00025
重庆镜界眼镜有限公司第四分公司 (渝)XK16-005-00025
重庆镜界眼镜有限公司第五分公司 (渝)XK16-005-00025
重庆长寿化工有限责任公司 (渝)XK13-010-00006
重庆创铄实业有限公司 (渝)XK12-001-00010
重庆衡辉电缆有限公司 (渝)XK06-001-00006
重庆金东方电缆制造有限公司 (渝)XK06-001-00004
重庆富臻泰竹木制品有限公司 (渝)XK03-002-00010
重庆海山新型建筑材料制造有限公司 (渝)XK08-005-00005
重庆市雅盾建材有限公司 (渝)XK03-002-00023
重庆市沙坪坝区伊斌木材加工厂 (渝)XK03-002-00001
重庆市南川区水江氧气厂 (渝)XK13-010-00001
重庆梦眠商贸有限公司 (渝)XK13-002-00003
璧山县美伦木工板有限公司 (渝)XK03-002-00002
重庆兴龙化肥有限公司 (渝)XK13-001-00005
璧山县家和木工板有限公司 (渝)XK03-002-00004
重庆市南川区宝进木工板厂 (渝)XK03-002-00005
重庆市神安化工建材有限公司（含重庆市神安化工建材有限公司氧气分公司） (渝)XK13-010-00004
开县钱龙装饰材料有限公司 (渝)XK03-002-00006
奉节县东奉制氧有限公司 (渝)XK13-010-00005
潼南县欣悦玉丽床垫加工厂 (渝)XK16-001-00001
重庆衡山机械有限责任公司 (渝)XK13-010-00010
璧山县钱丰木材加工厂 (渝)XK03-002-00008
酉阳县金大地商贸有限公司 (渝)XK13-001-00013
重庆昌农化肥有限公司 (渝)XK13-001-00015
重庆市合川区民众有机肥料有限公司 (渝)XK13-001-00014
巴南区三湘木制品加工厂 (渝)XK03-002-00009
重庆市万州区三牧气体有限公司 (渝)XK13-010-00007
巴南区盛大木工板加工厂 (渝)XK03-002-00012
重庆宗申机车工业制造有限公司 (渝)XK16-002-00008
力帆实业（集团）股份有限公司 (渝)XK16-002-00009
重庆港鑫机械制造有限公司 (渝)XK16-002-00011
重庆民丰化工有限责任公司 (渝)XK13-006-00002
重庆市黔江区博望医用氧气厂 (渝)XK13-010-00011
石柱四方化工集团有限公司 (渝)XK13-016-00004
重庆高吉科工贸发展有限公司 (渝)XK16-001-00001
重庆蓝泰化工有限公司 (渝)XK13-014-00005
重庆金瑞垦生物肥有限公司 (渝)XK13-001-00018
梁平县同心塑料包装厂 (渝)XK12-001-00004
重庆东辰气体有限公司(含江北分公司） (渝)XK13-010-00012
重庆市万兴气体有限公司 (渝)XK13-010-00013
铜梁县石鱼镇华源木器厂 (渝)XK03-002-00018
重庆茂业化学试剂有限公司 (渝)XK13-011-00003
重庆市长寿区君达木工板加工厂 (渝)XK03-002-00019
重庆博艺化学试剂有限公司 (渝)XK13-011-00004
重庆吉元化学有限公司 (渝)XK13-011-00005
重庆紫光国际化工有限责任公司 (渝)XK13-014-00007
重庆市开县制氧厂 (渝)XK13-010-00014
重庆索特银桥氯酸盐有限公司 (渝)XK13-006-00003
武隆县捷利化工有限责任公司 (渝)XK13-015-00004
重庆紫光新科化工开发有限公司 (渝)XK13-014-00008
重庆市上峰化工有限责任公司 (渝)XK13-014-00003
重庆安美达鞋业有限公司（铜梁县东山皮鞋厂） (渝)XK02-001-00002
重庆市川王防水工程有限公司（铜梁材料厂） (渝)XK08-005-00002
重庆市万州区海鸟木业有限公司 (渝)XK03-002-00020
重庆市圣能防水材料有限公司 (渝)XK08-005-00004
重庆市豪朗建材有限公司 (渝)XK12-001-00006
重庆国亿塑料制品有限公司 (渝)XK12-001-00008
重庆市双桥区王明制氧厂 (渝)XK13-010-00015
重庆一洋化工设备制造有限公司 (渝)XK12-001-00009
重庆市永川区长辉焦化有限公司 (渝)XK13-014-00023
重庆市永川区青峰化肥有限责任公司 (渝)XK13-001-00020
重庆腾泽化学有限公司 (渝)XK13-006-00004
重庆市长寿区太极化工厂 (渝)XK13-001-00021
重庆市江北区付氏细木工板厂 (渝)XK03-002-00033
重庆润丰塑料制品有限公司 (渝)XK12-001-00011
重庆小白龙排灌机械厂 (渝)XK06-003-00004
重庆德泉电力股份有限公司(乙炔厂) (渝)XK13-005-00002
綦江县渝桓源工贸有限责任公司 (渝)XK21-001-00002
重庆十瑞建筑扣件制造有限公司 (渝)XK21-001-00003
攀钢集团重庆钛业有限公司 (渝)XK13-015-00002
九龙坡区汇银装饰材料加工厂 (渝)XK03-002-00025
重庆建涛装饰材料有限公司 (渝)XK03-002-00027
重庆市桂花磷肥厂 (渝)XK13-002-00001
重庆福兰西电动车有限公司 (渝)XK16-002-00001
重庆昌元化工有限公司 (渝)XK13-006-00011
重庆沃顺机电有限公司（含温岭分公司） (渝)XK06-003-00005
中国石化集团四川维尼纶厂 (渝)XK13-010-00017
重庆市酉阳县酉好化肥有限公司 (渝)XK13-001-00023
重庆市金泰新型防水材料有限公司 (渝)XK08-005-00006
重庆华强控股(集团)有限公司 (渝)XK13-016-00001
巫山县尚洋复混肥有限公司 (渝)XK13-001-00026
重庆森护木材综合加工有限公司 (渝)XK03-002-00031
重庆高能活性炭有限公司 (渝)XK13-001-00027
重庆市帅美鞋业有限公司 (渝)XK02-001-00003
重庆市永川区恒信防水材料有限责任公司 (渝)XK08-005-00007
重庆市新维建筑材料有限公司 (渝)XK08-005-00008
重庆市飞马实业有限公司 (渝)XK13-005-00008
重庆海兰冶金材料有限公司 (渝)XK05-004-00001
重庆市森福木制品有限公司 (渝)XK03-002-00034
重庆翔志电动车制造有限公司 (渝)XK16-002-00002
重庆绿华电动车有限公司 (渝)XK16-002-00003
重庆市三灵化肥有限责任公司 (渝)XK13-010-00019
重庆长寿三青实业有限公司 (渝)XK08-002-00003
铜梁县铜鑫木工板厂 (渝)XK03-002-00040
重庆市桂花磷肥厂 (渝)XK13-001-00029
重庆吉力芸峰实业(集团)有限公司 (渝)XK06-001-00014
璧山区精密木业加工厂 (渝)XK03-002-00036
重庆三圣特种建材股份有限公司 (渝)XK13-015-00007
重庆宏达塑料编织有限公司 (渝)XK12-001-00019
重庆伟塑包装有限公司 (渝)XK12-001-00025
重庆三阳化工有限公司 (渝)XK13-008-00002
重庆川庆化工有限责任公司 (渝)XK13-012-00001
重庆市金星纸制品有限责任公司 (渝)XK12-001-00045
重庆瑞丰包装股份有限公司 (渝)XK12-001-00046
重庆三阳化工有限公司 (渝)XK13-014-00002
重庆阳彩实业有限公司 (渝)XK13-020-00007
重庆綦江玻璃制品有限公司 (渝)XK12-001-00048
重庆黔龙卷烟材料有限公司 (渝)XK12-001-00049
重庆博望气体有限责任公司 (渝)XK13-010-00023
重庆市黔江区众目包装有限公司 (渝)XK12-001-00051
重庆凯美塑料有限公司 (渝)XK12-001-00007
重庆市世鑫包装有限责任公司 (渝)XK12-001-00053
重庆源广气体有限公司 (渝)XK13-010-00026
重庆成渝气体有限公司 (渝)XK13-010-00027
重庆固美包装有限公司 (渝)XK12-001-00055
液化空气工业气体(重庆)有限公司 (渝)XK13-010-00030
重庆市中塑新材料有限公司 (渝)XK12-001-00059
重庆砚达塑业有限公司 (渝)XK12-001-00038
重庆望江摩托车制造有限公司 (渝)XK16-002-00004
重庆远东包装制品有限公司 (渝)XK12-001-00032
重庆华辉涂料有限公司 (渝)XK13-020-00002
重庆强邦漆业有限责任公司 (渝)XK13-020-00006
重庆秉信纸业有限公司 (渝)XK12-001-00005
重庆家升工业气体有限公司 (渝)XK13-005-00004
重庆鸿庆达产业有限公司 (渝)XK13-019-00001
重庆市永川区新泰防水材料有限公司 (渝)XK08-005-00009
重庆三峡油漆股份有限公司 (渝)XK13-020-00003
重庆市昊睿竹木地板有限责任公司 (渝)XK03-002-00071
重庆市美日防水工程有限公司 (渝)XK08-005-00010
重庆市开县制氧厂 (渝)XK13-010-00025
重庆市渝北区燕久木材厂 (渝)XK03-002-00047
重庆市美格机电制造厂 (渝)XK06-003-00007
重庆力扬工业有限公司(含百节分公司） (渝)XK13-015-00001
永川区双石镇云灿板材厂 (渝)XK03-002-00049
重庆市荣明水泥制品有限公司 (渝)XK08-002-00007
重庆亿隆漆业有限公司 (渝)XK13-020-00004
双赢集团有限公司(含先锋磷肥厂) (渝)XK13-001-00017
重庆智亨实业发展有限公司 (渝)XK13-020-00005
重庆南方漆业有限公司 (渝)XK13-020-00010
重庆绿尚电动车制造有限公司 (渝)XK16-002-00006
重庆市宏达玻璃钢有限责任公司 (渝)XK12-001-00022
重庆博士德塑业(集团)有限公司 (渝)XK12-001-00023
重庆沃尔德电缆集团有限公司 (渝)XK06-001-00020
重庆瑞恩涂料有限公司 (渝)XK13-020-00008
重庆江川化工(集团)有限公司 (渝)XK13-015-00009
重庆市合川区华安气体有限责任公司 (渝)XK13-005-00010
西安威龙电线电缆制造有限公司 (陕)XK06-001-00032
陕西绿洲农化有限公司 XK13-001-01364
空气化工产品（商洛）有限公司 (陕)XK13-010-00026
总公司：陕西延长石油（集团）有限责任公司；分公司：陕西延长石油（集团）有限责任公司延安石油化工厂 (陕)XK13-006-00005
总公司：陕西延长石油（集团）有限责任公司；分公司1：陕西延长石油（集团）有限责任公司延安石油化工厂；分公司2：陕西延长石油（集团）有限责任公司榆林炼油厂；分公司3：陕西延长石油（集团）有限责任公司延安炼油厂 (陕)XK13-014-00017
总公司：陕西省府谷三源能源建材集团有限责任公司；分公司：陕西省府谷三源能源建材集团有限责任公司东山电石厂 (陕)XK13-019-00007
空气化工产品（陕西蒲城）有限公司 (陕)XK13-010-00030
空气化工产品（陕西）有限公司 (陕)XK13-010-00024
黑龙江金地瓮福肥业有限责任公司 (黑)XK13-001-00090
大庆博润生物科技有限公司 (黑)XK13-014-00041
